source_code,target_code,target_display
4213320,80013005,Application of mechanical traction on skin
4311629,9414007,Impaired glucose tolerance
4213330,80060002,Furred tongue
4115026,285303006,Racing thoughts
4049502,20927009,Dengue hemorrhagic fever
4049504,20849004,Candida stellatoidea
4115044,285381006,Acute infective exacerbation of chronic obstructive airways disease
4246127,93870000,Malignant neoplasm of liver
4049524,20793008,Scapulalgia
4147829,30473006,Pain in pelvis
4311671,85548006,Episiotomy
4147837,30390004,Generalized metabolic disorder
4147846,306005,Echography of kidney
4049546,233283006,Angioplasty of superficial femoral artery
4213396,417152008,Langerhans cell histiocytosis of lung
4311708,424736006,Diabetic peripheral neuropathy
4082338,277549009,Chronic lymphocytic prolymphocytic leukemia syndrome
4115107,300859007,Mass of female genital structure
4246180,60875001,Staphylococcus epidermidis
4115112,300874009,Swelling of ear
4344495,239944008,Lupus vasculitis
4344497,239953001,Soft tissue lesion
4049588,124331002,Deficiency of pyruvate kinase
4147894,34896006,Incision
4082362,239033002,Digital examination
4082365,239050000,"Alopecia, nail dystrophy, ophthalmic complications, thyroid dysfunction, hypohidrosis, ephelides, enteropathy and respiratory tract infections"
36686527,11865041000119102,Injury of right leg
4278981,65119002,Staphylococcus
314054,8722008,Aortic valve disorder
314059,59118001,Right bundle branch block
4147917,34951003,Drugged state
4082382,182832007,Management of drug regimen
4213455,80166006,Streptococcus pyogenes
36686544,12240411000119103,Cramp of muscle of left lower limb
4082385,182837001,Restart of medication
608974,15971901000119100,Indirect right inguinal hernia
4311763,94248000,Metastatic malignant neoplasm to cerebrum
40487631,449518002,Turdus iliacus
36686545,12240491000119107,Cramp of muscle of right lower limb
4115158,285435007,Intravenous steroid injection
4279005,65254001,Late systolic murmur
4115169,287045000,Pain in left arm
4115170,287046004,Pain in right arm
4115171,287048003,Pain in right lower limb
4082404,182970005,Pain relief
4115173,287057009,Atrial premature complex
4016870,114199008,Microbacterium
4180712,53314000,Akatamathesia
4049645,20944008,Congenital postural scoliosis
4147954,268514004,On lithium
44813050,526631000000108,On end of life care register
4016895,170727003,Registered blind
4180738,428220001,Tear of skin
4147975,30477007,Intra-abdominal hernia
4082440,247328001,Sensitive to touch
4213513,417217005,Visceral manipulation
4180747,428257007,Fracture of tibial plateau
4049675,233370007,Repair of aneurysm of aorta
4082445,247348008,Tenderness
4311822,85785001,Capsulotomy of lens
4213521,417248002,Finegoldia
4115218,300879004,Swelling of salivary gland
314131,69195002,Degeneration of cervical intervertebral disc
4082451,247414008,After pains
4115221,300895004,Anxiety attack
4082457,247427007,Fragile skin
4082463,277577000,Monoclonal gammopathy of uncertain significance
4082464,277579002,Light chain myeloma
4279071,36925002,Obstruction of bronchus
4180780,363352004,Malignant tumor of anal canal
4213548,39250009,Enucleation
4115246,301179007,Difficult venous access
609071,16472761000119108,Obstructive shock
4115248,301198009,Nose normal
4016945,104178000,Bacterial culture
4082482,277591006,CT guided biopsy
4115249,301199001,Nasal problem
4311860,422773005,Hemodynamic instability
4311853,422747000,Upper urinary tract infection
4180790,363406005,Malignant tumor of colon
4180787,363387004,Malignant tumor of hard palate
4180793,363418001,Malignant tumor of pancreas
4115260,301230006,Lung finding
4115261,301241008,Unable to clear sputum
4082497,239085000,Symmetrical dyschromatosis of extremities
4082499,239088003,Dermatopathia pigmentosa reticularis
4148036,309842008,Virgin
4115276,254637007,Non-small cell lung cancer
4279123,65281001,Myoxocephalus aenaeus
4082518,241433008,Iron absorption measurement
4279131,65310005,Vagotomy
4148073,35214005,Norepinephrine measurement
4246395,59883002,Cellulitis of abdominal wall
4311933,85875009,Debridement of wound of skin
4213629,417361000,At increased risk of sexual abuse
379778,56267009,Multi-infarct dementia
379779,191507002,Subacute delirium
4180868,428425008,Found on toilet
379782,5158005,Gilles de la Tourette's syndrome
4049803,21005005,Burning epigastric pain
4246415,59978006,Cigar smoker
4082577,183209007,Colostomy bag changed
4082578,183214006,Ileostomy bag changed
4082581,247439004,Nicotine staining of finger
4082582,247442005,Broken skin
4213655,415172002,Primary acquired melanosis of conjunctiva
4082583,247444006,Excoriation of skin
379801,31681005,Trigeminal neuralgia
379802,15244003,Neuroleptic malignant syndrome
4082587,247468003,Closed comedone
4049816,233456008,Stripping of vein
379805,57190000,Myopia
4082588,247472004,Wheal
4180906,363462005,Malignant tumor of orbit
4180911,363490009,Malignant tumor of anus
4246450,94217008,Metastatic malignant neoplasm to bone marrow
4246451,94225005,Metastatic malignant neoplasm to brain
4049846,233590002,Continuous venovenous hemodiafiltration
4017079,10469003,Chronic hypokalemia
4246456,9424004,Cultivated oat
4115397,301324009,Hands normal
4082629,277667006,Ultrasound guided biopsy
4180938,363679005,Imaging
4115402,301345002,Difficulty sleeping
4115405,301352000,Lips normal
4115411,301364008,Pain of skin
4017107,209987007,Traumatic subdural hemorrhage
4115412,301367001,Right hypochondrial pain
4049881,12463005,Infectious gastroenteritis
4213725,80585000,Intolerant of cold
45763550,4911000119101,Antral ulcer
4246495,60119000,Exhaustion
4312034,94147001,Mediastinal mass
4213732,80608005,Appropriate affect
4279280,65503000,Absent breath sounds
40487921,446500004,Biopsy of ulcer
4180978,53277000,Vulvovaginitis
45763575,5891000119102,Clostridium difficile diarrhea
40487927,446504008,Stereotactic destruction of lesion using gamma radiation
4082687,241550007,CT of adrenals
40487939,448037009,Closed reduction of fracture of long bone and rigid internal fixation
4279301,6617009,Referred pain
4180998,428609006,Neurovascular injury
4082695,241568005,CT of wrist
4279305,66187002,Fatty stool
45763594,651000146102,Middle East respiratory syndrome
314379,270492004,First degree atrioventricular block
40487945,448042001,Percutaneous transluminal ablation of conducting system of heart
314383,50920009,Myocarditis
4017170,170577003,Good hypertension control
4082709,241622002,MRI of liver
4148247,266434009,Esophageal dysmotility
4312088,85758008,Psychological addiction
4082711,241633004,MRI of shoulder
4017179,170625000,Inhaler technique - good
4082716,241641004,MRI of knee
45763613,67401000119103,Colonic lesion
4082718,241644007,MRI of foot
4082717,241643001,MRI of ankle
4082715,241639000,MRI of hip
4049965,233613009,Fungal pneumonia
4049971,233659006,Asbestos-induced pleural plaque
45763638,700078003,Gastrostomy tube in situ
4017218,104835007,Normetanephrine measurement
36686919,15630241000119104,Hemifacial spasm of left facial nerve
4148299,30588004,Ischemic colitis
45763660,700105003,Zoledronic acid therapy
4246609,60814007,Antisocial behavior
36686941,15634841000119109,Paresthesia of left lower limb
4279394,367358004,Above average intellect
4181092,298751004,Tenderness of upper limb
4213865,80736008,Rectal fistula
4115563,301469002,Antibiotic-associated diarrhea
36686958,15639921000119107,Bilateral cramp of muscle of lower limbs
4115570,300321007,Anus normal
4246644,93390002,Coloboma of eye
4115573,300337001,Liver normal
4148342,311459003,Team meeting
4115579,300356006,Gallbladder problem
4213884,80825009,Congenital hypoplasia of lung
4082813,277910004,Brown sputum
4312194,85830006,Repair of heart valve
4181122,52373005,Burial
45763717,700209003,Lives on boat
4246661,93458008,Foreign body in skin
4312199,85837009,Dolichos lablab
4017294,170659001,Inhaled steroids use
4148368,34936007,Chronic dermatitis
4148369,34945008,Angiocardiography
4082839,241645008,MRI of spine
4082840,241646009,MRI of cervical spine
4082841,241648005,MRI of lumbar spine
4246681,9360008,Hyperammonemia
4082847,241671007,Magnetic resonance spectroscopy
45763750,700250006,Idiopathic pulmonary fibrosis
37309608,16900311000119102,CT of chest abnormal
4279465,66338008,Gecko
4181169,429750003,Left ventricular wall motion abnormality
4017329,173980008,Temporary ileostomy
37309622,16846261000119106,Compression of cauda equina
37309625,16838951000119100,Acute on chronic right-sided congestive heart failure
4181178,42984000,Night sweats
37309626,16837681000119104,Myocardial infarction due to demand ischemia
4213948,41549009,Angiotensin-converting enzyme inhibitor-containing product
4181181,42998008,Vagus nerve laryngeal paralysis
380094,57406009,Carpal tunnel syndrome
4181184,43005009,Shuffling gait
380097,312912001,Macular edema due to diabetes mellitus
4148418,266938001,Hospital patient
37309634,16818591000119108,Calcification of basal ganglia
380096,59276001,Proliferative retinopathy due to diabetes mellitus
4017355,104994008,"Triiodothyronine, free measurement"
380109,46343005,Exophoria
4050128,233258006,Angioplasty of artery
380117,84178004,Conjunctival edema
4017366,10503001,Normal voice
4312288,94243009,Metastatic malignant neoplasm to central nervous system
4279524,367385006,Total body scan
37309678,16347601000119109,Enchondroma of left humerus
4082928,278086000,Baseline tachycardia
314617,65209002,Basophilia
4279553,367542003,Pulmonary eosinophilia
4115713,300440002,Kidney present
4082947,278148006,Blood group O Rh(D) negative
4082948,278149003,Blood group A Rh(D) positive
4115717,300459000,Bladder tender
4115715,300446008,Kidney tender
45763849,700372006,Catheter-associated urinary tract infection
4115724,300489007,Tender testes
4214028,80983001,Bone graft
45763854,700378005,Chronic kidney disease stage 3A
45763855,700379002,Chronic kidney disease stage 3B
4214034,80267006,Duodenoscopy
4082968,241540006,CT of lungs
4312345,8614008,Vocal fatigue
4312344,86134005,Normal position
314658,8186001,Cardiomegaly
4082979,241601008,MRI of head
314659,52089001,Arteritis
4246822,40812000,Streptococcus dysgalactiae
45763879,700407003,Plantar reflex normal
314664,9651007,Long QT syndrome
314665,5370000,Atrial flutter
314666,1755008,Old myocardial infarction
4082987,241620005,Cardiac MRI
4082988,241647000,MRI of thoracic spine
4082989,241663008,Magnetic resonance imaging (MRI) of vessels
4082986,241618007,MRI of brachial plexus
4082997,241689008,Rapid sequence induction
4148536,35064005,Dark stools
4017464,174071004,Extended right hemicolectomy
4214072,415556002,Solifenacin succinate 10 mg oral tablet
4181305,428731005,Staphylococcus pettenkoferi
45763900,700432001,Referral to hematuria clinic
4181314,42878004,Thrombosis of thoracic aorta
45763906,700439005,Osteomyelitis of midfoot
4246859,61071003,Proline dehydrogenase deficiency
4246860,61072005,Social factor
4246862,61086009,Pulse irregular
4312400,424010006,Tendinitis of hip
4115799,286369003,Unable to speak
4050263,233316005,Embolization of artery
4017497,104485008,"Albumin measurement, serum"
4181338,363392002,Malignant tumor of oropharynx
4181339,363393007,Malignant tumor of tonsil
4246879,61167004,Thyroid stimulating hormone measurement
4181343,363402007,Malignant tumor of esophagus
4214115,392230005,Catheterization of vein
4181347,363425008,Malignant tumor of maxillary sinus
4181349,363431006,Malignant tumor of laryngeal cartilage
4181351,363443007,Malignant tumor of ovary
4181353,363450006,Malignant tumor of foreskin
4181354,363451005,Malignant tumor of glans penis
4148588,269821003,Serum ferritin measurement
36687217,16526801000119108,Laceration of right eyebrow
4083063,278284007,Right hemiplegia
4083064,278286009,Right hemiparesis
4083066,278296000,Drainage of pleural cavity
4279681,36760000,Hepatosplenomegaly
314754,56018004,Wheezing
4148613,30623001,Catch
4148615,30630007,Neutrophil count
4312468,85757003,Trephination
4148628,30710002,Is an only child
4083093,241720001,Taping of eyelid
4115864,300584000,Compressible
37309852,12104011000119109,Burn of right knee region
4312477,8579004,Projectile vomiting
4115872,300623004,Does use public transport
380322,186509002,Postvaricella encephalitis
4214179,416381005,Prescription collected
4115877,300637008,Does not drive a car
4083109,241454001,US scan of parathyroid
4214186,416402001,Gestational trophoblastic disease
4312501,424091006,Cholangioadenoma
4083126,241541005,High resolution CT of lungs
4246979,40835002,Coffee ground vomiting
44813764,512691000000101,Awaiting chemotherapy
4148681,35136003,Retropulsion
4246989,408381007,Migraine prophylaxis
4148686,35145002,Uremic encephalopathy
4148687,35147005,Genetic crossing over
4181455,428867008,Diarrhea due to drug
4279768,65677008,Pulmonary catheterization with Swan-Ganz catheter
4148697,35187000,Cullen's sign
380378,84757009,Epilepsy
4148702,35209006,Sensitivity
4083171,278414003,Pain management
44813798,858751000000107,International normalised ratio above target range
4115951,286490005,Unable to prepare meal
4017648,104660009,Folic acid measurement
4181488,363516004,Malignant tumor of penis
4345332,240220009,Spinal instability
4115957,286504006,Does prepare drink
44813819,859761000000100,Assessment using Royal College of Physicians NEWS (national early warning score)
4345345,240305000,Neonatal alloimmune thrombocytopenia
40488452,448169003,Domestic cat
4115976,286437006,Does plan meals
4083211,241547009,Cardiac CT
4083213,241551006,CT of pancreas
4083214,241555002,CT bladder
37309970,11830011000119103,Hematoma of left hip region
37309971,11829961000119107,Hematoma of right hip region
